"Y_t" "mu_t" "t" "m" "g11" "g21" "g12" "g22" "g13" "g23" "g14" "g24"
-0.0808633343653628 -0.00493615908072145 42.4687473 0.00143181198063171 0.00550019470146696 0.0572264024755487 0.0143716148195142 -0.019809884212415 -0.0183117631023769 0.0049923454895864 0.0136944381953344 0.00209799254822913
0.0258873616000721 0.0649449905366466 42.6076362 0.00180643778145943 0.00693929066701152 0.0721993787782288 0.0181318695064268 -0.0249930324454017 -0.0231029361122359 0.00629856547680834 0.0172775133093933 0.00264692086363837
0.0879528915577699 0.0462009654804827 42.6770806 0.00199964513023551 0.00768148171611408 0.079921455176427 0.0200711615604605 -0.0276661594062147 -0.0255739080333291 0.00697222783559908 0.0191254277929215 0.00293002198548852
0.0332300836306615 0.0705140854783125 42.7118028 0.00209768252222148 0.00805808475564791 0.0838397959413693 0.0210551983296671 -0.0290225591360677 -0.0268277301283432 0.00731405800486196 0.0200630976989878 0.00307367333120755
0.166081567134709 0.0711987149640511 42.746525 0.00219666020975816 0.00843829986762966 0.0877957182689462 0.0220486731854759 -0.0303919683575558 -0.028093577873096 0.00765916673326177 0.0210097609781218 0.00321870246471242
-0.144967090588009 -0.162209509623888 42.8159695 0.00239738954331825 0.00920938603802831 0.0958184319955701 0.0240634661219274 -0.0331691659991807 -0.030660750137033 0.00835905624150872 0.0229296188153335 0.00351282533260061
-0.137503039626937 -0.151353903075427 42.8506917 0.00249911701553309 0.00960016423463401 0.0998842572202048 0.0250845415613084 -0.0345766199617524 -0.031961765491982 0.00871375273374977 0.0239025821651716 0.00366188364580369
-0.0716298642032187 -0.0705324536678403 42.8854139 0.00260173701666962 0.00999437101188602 0.103985754879478 0.0261145756363561 -0.03599642253911 -0.0332741955985862 0.00907156123566582 0.0248840820284073 0.00381224975573714
-0.0620213158482838 -0.0409794211819342 42.9201361 0.00270523733598948 0.0103919594631798 0.108122436936806 0.0271534457834725 -0.0374284047891606 -0.0345978842909867 0.00943243917167757 0.025874001616521 0.00396390577036037
-0.0385831824894284 -0.0267264762943566 42.9548584 0.00280960595982453 0.0107928834389407 0.112293823232071 0.0282010314171242 -0.0388724004963828 -0.0359326779236991 0.00979634465333682 0.0268722260258535 0.00411683408639406
